,Id,date,org,tld,ccs,bcced,mail_type,images,urls,salutations,designation,chars_in_subject,chars_in_body,label,time_tz_corr,time,weekdays_tz_corr,weekdays,seconds,zero_sec
10180,10180,"Sat, 27 May 2017 20:58:40 -0700 (PDT)",quora,com,0,0,multipart/alternative,8,15,0,0,58,12750,0,14320,75520,6,5,75520,0
10181,10181,"Mon, 11 Jul 2016 09:38:50 +0000",usebackpack,com,0,0,text/html,3,14,0,0,33,24677,0,34730,34730,0,0,34730,0
10182,10182,"Sat, 19 Mar 2016 07:53:47 +0000",usebackpack,com,0,0,multipart/alternative,4,17,0,0,35,30873,0,28427,28427,5,5,28427,0
10183,10183,"Fri, 19 May 2017 14:49:06 +0200 (CEST)",mail,hobbyking.com,0,0,multipart/alternative,57,116,1,0,27,72731,3,46146,53346,4,4,53346,0
10184,10184,"Sat, 20 Aug 2016 09:04:43 +0000",twitter,com,0,0,multipart/alternative,32,190,0,0,71,98280,1,32683,32683,5,5,32683,0
10185,10185,"Wed, 31 Jan 2018 09:35:27 +0530",newsletter,speakingtree.in,0,0,multipart/alternative,12,86,0,0,61,35883,3,14727,34527,2,2,34527,0
10186,10186,"Wed, 13 May 2015 10:51:19 -0700",facebookmail,com,0,0,multipart/alternative,4,16,0,0,46,11412,1,64279,39079,2,2,39079,0
10187,10187,"Thu, 18 Apr 2019 13:31:26 +0530",iiitd,ac.in,2,0,multipart/mixed,0,0,0,0,67,138436,2,28886,48686,3,3,48686,0
10188,10188,"Fri, 07 Apr 2017 04:24:00 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0,82440,15840,3,4,15840,1
10189,10189,"Thu, 21 Sep 2017 11:05:15 +0000",,,0,0,multipart/alternative,6,46,0,0,82,15947,0,39915,39915,3,3,39915,0
10190,10190,"Tue, 17 Jul 2018 12:39:34 +0000",amazon,in,0,0,multipart/alternative,17,134,0,0,26,61244,3,45574,45574,1,1,45574,0
10191,10191,"Thu, 15 Aug 2019 04:09:05 +0000 (UTC)",info,paytm.com,0,0,text/html,32,73,1,0,62,49323,3,14945,14945,3,3,14945,0
10192,10192,"Thu, 13 Apr 2017 06:19:44 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,40,4,3,22784,22784,3,3,22784,0
10193,10193,"Mon, 13 Nov 2017 08:47:46 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,1,95,6165,2,11866,31666,0,0,31666,0
10194,10194,"Sat, 20 Jul 2019 19:36:22 -0400",ieee,org,0,0,multipart/alternative,2,24,1,1,92,9200,0,84982,70582,5,5,70582,0
10195,10195,"Wed, 18 Sep 2019 20:56:42 +0300",cloudns,net,0,0,text/html,8,18,0,0,52,48493,3,64602,75402,2,2,75402,0
10196,10196,"Mon, 20 Jul 2015 09:00:12 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,12,24,0,0,50,35664,1,32412,32412,0,0,32412,0
10197,10197,"Thu,  4 Feb 2016 04:59:34 +0000 (UTC)",researchgate,net,0,0,multipart/alternative,4,33,0,1,41,28960,1,17974,17974,3,3,17974,0
10198,10198,"Sat, 08 Sep 2018 19:31:06 +0000 (UTC)",iheartdogs-email,com,0,0,multipart/alternative,8,108,0,1,47,145075,3,70266,70266,5,5,70266,0
10199,10199,"Thu, 30 Mar 2017 00:21:11 +0000",m,mail.coursera.org,0,0,multipart/alternative,32,173,0,0,51,117311,3,1271,1271,3,3,1271,0
10200,10200,"Thu, 31 Aug 2017 11:54:01 +0530",emailer,cardekho.com,0,0,text/html,28,95,0,0,28,63239,3,23041,42841,3,3,42841,0
10201,10201,"Fri, 04 Dec 2015 08:14:07 +0000",paytm,com,0,0,multipart/alternative,40,69,0,0,69,31044,0,29647,29647,4,4,29647,0
10202,10202,"Sat, 15 Jun 2019 01:28:20 -0700",google,com,0,0,text/html,4,20,0,0,28,6510,0,30500,5300,5,5,5300,0
10203,10203,"Wed, 11 Jan 2017 12:54:18 +0530",iiitd,ac.in,3,0,multipart/alternative,0,0,1,0,45,27472,2,26658,46458,2,2,46458,0
10204,10204,"Tue, 12 Dec 2017 01:27:43 +0000",iheartdogs-email,com,0,0,multipart/alternative,10,91,0,1,78,102710,3,5263,5263,1,1,5263,0
10205,10205,22 Sep 2017 13:52:49 +0530,,,0,0,text/plain,0,0,0,0,57,548,0,30169,49969,4,4,49969,0
10206,10206,"Tue, 18 Aug 2015 05:28:01 +0000",google,com,18,0,multipart/alternative,3,9,0,0,42,5996,0,19681,19681,1,1,19681,0
10207,10207,"Fri, 07 Dec 2018 05:40:25 -0500 (EST)",jmlr,org,0,0,,0,1,0,0,17,481,0,38425,20425,4,4,20425,0
10208,10208,"Wed, 1 Mar 2017 01:07:04 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,38,4,3,4024,4024,2,2,4024,0
10209,10209,"Thu, 12 Oct 2017 08:37:30 +0000",redwolf,in,0,0,multipart/alternative,6,23,0,0,35,5340,3,31050,31050,3,3,31050,0
10210,10210,"Wed, 1 Aug 2018 10:04:06 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,50,7489,2,16446,36246,2,2,36246,0
10211,10211,"Thu, 11 Feb 2016 18:41:39 +0530",iiitd,ac.in,4,0,multipart/alternative,0,0,1,0,23,2978,2,47499,67299,3,3,67299,0
10212,10212,"Thu, 2 Mar 2017 15:40:45 +0000",usebackpack,com,0,0,text/html,4,14,0,0,36,24790,0,56445,56445,3,3,56445,0
10213,10213,"Mon, 2 Dec 2019 20:26:19 +0530",sbi,co.in,0,0,text/plain,0,0,1,0,57,798,0,53779,73579,0,0,73579,0
10214,10214,"Sun, 4 Mar 2018 00:09:57 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,32,4,3,597,597,6,6,597,0
10215,10215,"Wed, 14 Sep 2016 10:55:00 -0700 (PDT)",quora,com,0,0,multipart/alternative,2,14,0,0,63,10666,0,64500,39300,2,2,39300,1
10216,10216,"Thu, 26 Apr 2018 04:08:16 -0700 (PDT)",thomascook,in,0,0,text/html,5,10,1,0,52,42107,0,40096,14896,3,3,14896,0
10217,10217,"Sun, 14 Apr 2019 00:46:41 -0700",google,com,0,0,text/html,10,44,0,0,38,13045,0,28001,2801,6,6,2801,0
10218,10218,"Fri, 8 Feb 2019 11:20:03 -0600 (CST)",nvidia,com,0,0,multipart/alternative,21,67,0,1,42,67811,0,62403,40803,4,4,40803,0
10219,10219,"Sun, 18 Feb 2018 00:09:05 +0000",amazon,in,0,0,multipart/alternative,10,126,0,0,50,65340,3,545,545,6,6,545,0
10220,10220,"Wed, 2 Sep 2015 11:40:20 +0000",freecharge,in,0,0,multipart/mixed,0,0,0,0,65,4,0,42020,42020,2,2,42020,0
10221,10221,"Fri, 3 Nov 2017 22:19:53 +0000",topcoder,com,0,0,multipart/alternative,18,71,1,1,99,121794,3,80393,80393,4,4,80393,0
10222,10222,"Wed, 8 Nov 2017 13:32:20 +0530",iiitd,ac.in,4,0,multipart/alternative,0,14,0,0,124,15663,2,28940,48740,2,2,48740,0
10223,10223,"Tue, 07 Jun 2016 09:15:57 +0000",twitter,com,0,0,multipart/alternative,8,53,0,0,48,39652,1,33357,33357,1,1,33357,0
10224,10224,"Thu, 12 Apr 2018 04:36:07 +0000",amazon,in,0,0,multipart/alternative,31,253,0,0,48,107126,3,16567,16567,3,3,16567,0
10225,10225,"Fri, 11 Jan 2019 14:00:45 +0000",,,0,0,multipart/alternative,0,3,0,0,67,2143,0,50445,50445,4,4,50445,0
10226,10226,"Tue, 03 May 2016 12:51:30 +0000",youtube,com,0,0,multipart/alternative,19,72,0,0,55,69752,1,46290,46290,1,1,46290,0
10227,10227,"Fri, 29 Sep 2017 22:38:55 -0700 (PDT)",quora,com,0,0,multipart/alternative,8,15,0,1,50,13335,0,20335,81535,5,4,81535,0
10228,10228,"Fri, 1 Dec 2017 15:03:47 +0530",iiitd,ac.in,3,0,multipart/mixed,0,0,0,0,42,531954,2,34427,54227,4,4,54227,0
10229,10229,"Mon, 04 Nov 2019 07:33:09 +0000 (UTC)",info,paytm.com,0,0,text/html,18,34,0,0,60,22087,3,27189,27189,0,0,27189,0
10230,10230,"Fri, 6 Dec 2019 10:26:40 +0000",amazon,fr,0,0,multipart/alternative,8,111,0,0,60,58437,3,37600,37600,4,4,37600,0
10231,10231,"Tue, 12 Jun 2018 17:23:22 +0000",m,mail.coursera.org,0,0,multipart/alternative,26,124,0,0,22,82902,0,62602,62602,1,1,62602,0
10232,10232,"Wed, 24 Jul 2019 15:09:59 +0000 (UTC)",github,com,0,0,text/plain,0,3,0,0,32,609,0,54599,54599,2,2,54599,0
10233,10233,"Sun, 19 Jun 2016 15:34:13 +0000",youtube,com,0,0,multipart/alternative,12,50,0,0,75,42325,1,56053,56053,6,6,56053,0
10234,10234,"Wed, 21 Feb 2018 15:44:21 +0000",airtable,com,0,0,multipart/alternative,1,10,0,0,118,11240,0,56661,56661,2,2,56661,0
10235,10235,"Mon, 09 Jul 2018 10:45:43 -0700 (PDT)",quora,com,0,0,multipart/alternative,14,118,0,1,72,106600,1,63943,38743,0,0,38743,0
10236,10236,"Mon, 23 Jan 2017 11:04:08 +0530",iiitd,ac.in,3,0,multipart/related,0,0,0,0,59,34666,2,20048,39848,0,0,39848,0
10237,10237,"Tue, 23 Feb 2016 22:00:56 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,23,87,0,1,62,98706,1,79256,79256,1,1,79256,0
10238,10238,"Fri, 18 Mar 2016 15:12:16 +0530",iiitd,ac.in,0,0,multipart/alternative,1,7,1,0,44,2150,2,34936,54736,4,4,54736,0
10239,10239,"Tue, 20 Oct 2015 10:29:51 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,39,27247,0,37791,37791,1,1,37791,0
10240,10240,"Thu, 1 Mar 2018 12:19:14 +0000",zoomgroup,com,0,0,multipart/alternative,2,36,1,0,118,58839,0,44354,44354,3,3,44354,0
10241,10241,"Sun, 3 Sep 2017 02:41:57 +0530",iiitd,ac.in,1,0,multipart/alternative,0,8,1,0,20,2486,2,76317,9717,5,6,9717,0
10242,10242,"Wed, 12 Oct 2016 15:06:49 +0530",iiitd,ac.in,1,0,multipart/alternative,0,0,1,0,25,1544,2,34609,54409,2,2,54409,0
10243,10243,"Sun, 30 Aug 2015 08:36:05 +0000",twitter,com,0,0,multipart/alternative,27,140,0,0,52,87826,1,30965,30965,6,6,30965,0
10244,10244,"Wed, 2 Nov 2016 14:22:23 +0530",iiitd,ac.in,4,0,multipart/alternative,0,4,1,1,104,33859,2,31943,51743,2,2,51743,0
10245,10245,"Sat, 15 Sep 2018 05:32:52 +0000",topcoder,com,0,0,multipart/alternative,33,85,1,1,67,109233,3,19972,19972,5,5,19972,0
10246,10246,"Thu, 22 Mar 2018 09:15:52 -0600",messages,xoom.com,0,0,multipart/alternative,7,32,0,0,21,21528,3,54952,33352,3,3,33352,0
10247,10247,"Thu, 15 Feb 2018 03:12:22 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,9,49,0,0,57,42582,0,11542,11542,3,3,11542,0
10248,10248,"Wed, 24 May 2017 09:07:42 +0000",twitter,com,0,0,multipart/alternative,26,197,0,0,96,96572,1,32862,32862,2,2,32862,0
10249,10249,"Wed, 27 Jul 2016 08:35:23 +0000",twitter,com,0,0,multipart/alternative,24,181,1,0,119,98162,1,30923,30923,2,2,30923,0
10250,10250,"Tue, 23 Jan 2018 09:05:14 +0530",newsletter,speakingtree.in,0,0,multipart/alternative,12,64,0,0,37,29461,3,12914,32714,1,1,32714,0
10251,10251,"Fri, 18 Nov 2016 07:23:19 +0000",,,0,0,multipart/alternative,2,34,0,0,60,11392,0,26599,26599,4,4,26599,0
10252,10252,"Sat, 23 Apr 2016 22:59:26 +0530",iiitd,ac.in,1,0,multipart/alternative,2,6,1,0,32,7796,2,62966,82766,5,5,82766,0
10253,10253,"Sat, 16 Dec 2017 07:07:31 +0000",topcoder,com,0,0,multipart/alternative,27,106,1,1,42,123056,3,25651,25651,5,5,25651,0
10254,10254,"Sat, 26 Jan 2019 02:04:34 -0800",google,com,0,0,text/html,4,20,0,0,32,6656,0,36274,7474,5,5,7474,0
10255,10255,"Tue, 28 May 2019 00:46:40 -0700",google,com,0,0,text/html,4,20,0,0,36,6550,0,28000,2800,1,1,2800,0
10256,10256,"Tue, 05 Jun 2018 15:41:59 -0700",github,com,2,0,multipart/alternative,3,18,0,0,49,3898,2,81719,56519,1,1,56519,0
10257,10257,"Mon, 11 Nov 2019 23:02:40 +0000",amazon,fr,0,0,multipart/alternative,3,30,1,0,48,41075,0,82960,82960,0,0,82960,0
10258,10258,"Tue, 9 Feb 2016 10:55:10 +0530",iiitd,ac.in,0,0,multipart/alternative,0,3,1,0,49,5925,2,19510,39310,1,1,39310,0
10259,10259,"Fri, 30 Sep 2016 15:14:59 +0530",iiitd,ac.in,3,0,multipart/alternative,0,7,0,0,81,2584,2,35099,54899,4,4,54899,0
10260,10260,4 Jan 2018 15:03:09 -0500,ni,com,0,0,multipart/alternative,7,27,0,0,104,27559,3,72189,54189,3,3,54189,0
10261,10261,"Fri, 13 Oct 2017 01:29:47 +0000 (UTC)",oneclass,com,0,0,multipart/alternative,4,21,0,0,20,29380,0,5387,5387,4,4,5387,0
10262,10262,"Fri, 07 Apr 2017 04:34:00 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0,83040,16440,3,4,16440,1
10263,10263,"Sat, 14 Sep 2019 19:27:57 +0000",imdb,com,0,0,multipart/alternative,21,104,0,0,40,71197,3,70077,70077,5,5,70077,0
10264,10264,"Thu, 12 Sep 2019 17:49:21 +0000",kaggle,intercom-mail.com,0,0,multipart/alternative,2,12,1,1,70,18706,3,64161,64161,3,3,64161,0
10265,10265,"Tue, 27 Feb 2018 02:01:41 +0000",kaggle,intercom-mail.com,0,0,multipart/alternative,3,15,0,0,60,20465,0,7301,7301,1,1,7301,0
10266,10266,"Sat, 3 Mar 2018 09:20:57 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,8,31,0,0,37,27894,1,33657,33657,5,5,33657,0
10267,10267,"Sun, 26 May 2019 14:53:30 +0000 (UTC)",mailers,zomato.com,0,0,text/html,2,11,0,0,54,16988,0,53610,53610,6,6,53610,0
10268,10268,"Sat, 4 Nov 2017 13:04:20 +0000",primevideo,com,0,0,multipart/alternative,26,143,1,0,60,88350,3,47060,47060,5,5,47060,0
10269,10269,"Fri, 07 Apr 2017 14:54:00 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0,33840,53640,4,4,53640,1
10270,10270,"Tue, 27 Sep 2016 19:52:10 +0530",iiitd,ac.in,0,0,multipart/alternative,0,49,0,0,30,33648,2,51730,71530,1,1,71530,0
10271,10271,"Tue, 19 Dec 2017 14:02:11 -0800",youtube,com,0,0,multipart/alternative,38,120,1,0,62,81663,1,79331,50531,1,1,50531,0
10272,10272,"Mon, 4 Apr 2016 12:07:16 +0530",iiitd,ac.in,2,0,multipart/related,0,0,0,0,81,483801,2,23836,43636,0,0,43636,0
10273,10273,"Tue, 09 Jun 2015 14:17:49 +0000 (UTC)",quora,com,0,0,multipart/alternative,0,107,1,1,99,85245,1,51469,51469,1,1,51469,0
10274,10274,"Tue, 18 Apr 2017 10:17:32 +0000",twitter,com,0,0,multipart/alternative,29,210,0,0,84,98628,1,37052,37052,1,1,37052,0
10275,10275,"Mon, 22 Jan 2018 13:00:56 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,115,4,3,46856,46856,0,0,46856,0
10276,10276,"Wed, 30 May 2018 06:05:33 -0600",send,grammarly.com,0,0,multipart/alternative,7,36,1,0,50,21422,3,43533,21933,2,2,21933,0
10277,10277,"Wed, 30 Nov 2016 06:55:33 -0800 (PST)",quora,com,0,0,multipart/alternative,8,106,1,1,67,81051,1,53733,24933,2,2,24933,0
10278,10278,"Wed, 29 Mar 2017 15:42:59 +0530",iiitd,ac.in,1,0,multipart/alternative,0,13,1,1,74,12253,2,36779,56579,2,2,56579,0
10279,10279,"Tue, 5 Mar 2019 20:38:39 +0530",statebankrewardz,com,0,0,text/html,22,47,0,0,76,21725,0,54519,74319,1,1,74319,0
10280,10280,"Thu, 14 Sep 2017 22:13:46 +0530",iiitd,ac.in,1,0,multipart/alternative,0,12,1,0,39,6622,2,60226,80026,3,3,80026,0
10281,10281,"Thu, 13 Apr 2017 07:47:50 -0600",news,foodpanda.in,0,0,multipart/alternative,17,56,0,0,131,59630,3,49670,28070,3,3,28070,0
10282,10282,"Sat, 01 Jul 2017 21:43:47 -0700 (PDT)",quora,com,0,0,multipart/alternative,12,107,1,0,119,98582,1,17027,78227,6,5,78227,0
10283,10283,"Sat, 16 Dec 2017 20:10:38 +0000",amazon,in,0,0,multipart/alternative,2,36,0,0,72,30515,0,72638,72638,5,5,72638,0
10284,10284,"Sun, 11 Oct 2015 14:21:30 +0000",usebackpack,com,0,0,multipart/alternative,4,21,0,0,31,30416,0,51690,51690,6,6,51690,0
10285,10285,"Wed, 24 Jul 2019 08:09:32 -0700",github,com,0,0,text/plain,0,2,0,0,35,539,0,54572,29372,2,2,29372,0
10286,10286,28 May 2018 19:05:05 +0530,,,0,0,text/plain,0,0,1,0,3,428,0,48905,68705,0,0,68705,0
10287,10287,"Thu, 24 Sep 2015 05:30:23 +0000",coursera,org,0,0,multipart/alternative,15,103,1,0,34,85426,0,19823,19823,3,3,19823,0
10288,10288,"Mon, 26 Dec 2016 14:21:06 +0530",iiitd,ac.in,4,0,multipart/alternative,0,0,1,0,22,35177,2,31866,51666,0,0,51666,0
10289,10289,"Wed, 10 May 2017 23:12:48 +0000",dropboxmail,com,1,0,multipart/alternative,4,19,0,0,53,9532,0,83568,83568,2,2,83568,0
10290,10290,"Sat, 31 Aug 2019 07:32:18 -0700",google,com,0,0,multipart/alternative,5,21,0,0,48,10485,0,52338,27138,5,5,27138,0
10291,10291,"Sat, 28 Apr 2018 00:07:24 +0000 (UTC)",atlassian,com,0,0,text/html,6,26,0,0,37,24415,0,444,444,5,5,444,0
10292,10292,"Thu, 12 Jan 2017 16:36:53 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,37,3313,2,40013,59813,3,3,59813,0
10293,10293,"Sun, 11 Mar 2018 00:10:40 +0000",amazon,in,0,0,multipart/alternative,10,124,0,0,32,63067,3,640,640,6,6,640,0
10294,10294,"Sun, 28 May 2017 11:15:53 +0000",bookmyshow,email,0,0,multipart/alternative,26,48,0,0,19,31492,3,40553,40553,6,6,40553,0
10295,10295,"Mon, 17 Aug 2015 03:56:08 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,34,26902,0,14168,14168,0,0,14168,0
10296,10296,"Wed, 16 Jan 2019 17:40:44 -0600",e,mozilla.org,0,0,multipart/alternative,2,27,1,0,53,17864,3,85244,63644,2,2,63644,0
10297,10297,"Mon, 22 May 2017 10:43:57 +0530",iiitd,ac.in,0,0,multipart/alternative,9,43,1,0,34,11072,2,18837,38637,0,0,38637,0
10298,10298,"Sun, 17 Apr 2016 11:18:12 +0530",iiitd,ac.in,2,0,multipart/alternative,1,17,1,0,48,5314,2,20892,40692,6,6,40692,0
10299,10299,"Tue, 29 Jan 2019 03:49:04 -0800",google,com,0,0,text/html,6,28,0,0,36,8791,0,42544,13744,1,1,13744,0
10300,10300,"Fri, 29 May 2015 09:17:22 +0000 (UTC)",quora,com,0,0,multipart/alternative,2,100,1,0,93,84181,1,33442,33442,4,4,33442,0
10301,10301,"Tue, 8 Mar 2016 08:38:11 +0530",iiitd,ac.in,0,0,multipart/alternative,0,3,1,1,31,1312,2,11291,31091,1,1,31091,0
10302,10302,"Sat, 30 Jul 2016 00:04:47 +0530",iiitd,ac.in,1,0,multipart/alternative,0,0,1,0,21,304,2,66887,287,4,5,287,0
10303,10303,"Sat, 19 Aug 2017 18:13:28 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,5,41,0,0,29,29918,1,65608,65608,5,5,65608,0
10304,10304,"Sun, 24 Apr 2016 05:24:33 -0700 (PDT)",quora,com,0,0,multipart/alternative,22,110,1,0,172,59594,0,44673,19473,6,6,19473,0
10305,10305,"Sun, 18 Dec 2016 08:46:05 +0000",twitter,com,0,0,multipart/alternative,31,213,0,1,62,97359,1,31565,31565,6,6,31565,0
10306,10306,"Sat, 02 Feb 2019 16:28:45 -0800",google,com,0,0,text/html,2,12,0,0,36,4378,0,1725,59325,6,5,59325,0
10307,10307,"Tue, 10 Dec 2019 10:56:00 +0530 (IST)",indiatimes,com,0,0,text/html,18,164,0,1,78,73270,0,19560,39360,1,1,39360,1
10308,10308,"Sun, 5 May 2019 15:36:25 +0000",duolingo,com,0,0,multipart/alternative,16,34,0,0,90,24432,0,56185,56185,6,6,56185,0
10309,10309,"Fri, 25 Jan 2019 13:58:33 +0530",iiitd,ac.in,0,0,multipart/mixed,0,0,0,0,43,4,0,30513,50313,4,4,50313,0
10310,10310,"Thu, 26 Jan 2017 15:08:37 +0530",iiitd,ac.in,0,0,multipart/alternative,0,8,1,0,56,15709,2,34717,54517,3,3,54517,0
10311,10311,"Mon, 4 Apr 2016 03:16:13 +0530",iiitd,ac.in,0,0,multipart/alternative,0,18,1,0,36,4213,2,78373,11773,6,0,11773,0
10312,10312,"Tue, 28 Mar 2017 13:16:06 +0000 (UTC)",,,0,0,text/html,5,26,0,1,19,6932,0,47766,47766,1,1,47766,0
10313,10313,"Sat, 6 May 2017 11:59:24 +0530",iiitd,ac.in,0,0,multipart/alternative,1,7,1,0,50,2106,2,23364,43164,5,5,43164,0
10314,10314,"Thu, 30 May 2019 08:04:03 +0000",mailer,netflix.com,0,0,multipart/alternative,11,40,0,0,58,34258,3,29043,29043,3,3,29043,0
10315,10315,"Sat, 13 May 2017 01:08:40 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,57,4,3,4120,4120,5,5,4120,0
10316,10316,"Tue, 06 Oct 2015 18:35:07 +0000",usebackpack,com,0,0,multipart/alternative,4,22,0,0,36,28184,0,66907,66907,1,1,66907,0
10317,10317,"Thu, 23 Nov 2017 07:37:29 +0000",notifications,pinterest.com,0,0,multipart/alternative,7,67,0,0,56,44059,1,27449,27449,3,3,27449,0
10318,10318,"Sun, 07 Apr 2019 03:28:02 -0700",google,com,0,0,text/html,2,12,0,0,46,4290,0,37682,12482,6,6,12482,0
10319,10319,"Tue, 10 Oct 2017 16:17:40 +0000 (UTC)",udacity,com,0,0,multipart/alternative,18,62,0,1,54,97553,3,58660,58660,1,1,58660,0
10320,10320,"Thu, 4 Oct 2018 17:45:49 +0200",centralesupelec,fr,0,0,multipart/mixed,0,1,0,0,103,296,2,56749,63949,3,3,63949,0
10321,10321,"Sun, 15 Nov 2015 03:27:44 -0500",notifications,freelancer.com,0,0,multipart/alternative,7,52,1,0,96,38980,0,30464,12464,6,6,12464,0
10322,10322,"Tue, 23 May 2017 18:09:17 +0000",getpostman,com,0,0,multipart/alternative,1,33,0,0,39,23315,3,65357,65357,1,1,65357,0
10323,10323,"Mon, 26 Mar 2018 15:32:44 +0530",newsletter,speakingtree.in,0,0,multipart/alternative,12,63,0,0,66,25605,3,36164,55964,0,0,55964,0
10324,10324,"Sat, 23 Dec 2017 09:35:23 +0100",reply,ebay.in,0,0,multipart/alternative,30,123,0,0,66,77451,3,30923,34523,5,5,34523,0
10325,10325,"Wed, 20 Mar 2019 09:33:09 -0700",email,nvidia.com,0,0,text/html,12,41,0,0,44,49040,0,59589,34389,2,2,34389,0
10326,10326,"Tue, 24 Oct 2017 09:11:45 +0200",reply,ebay.in,0,0,multipart/alternative,37,128,1,0,40,84863,3,25905,33105,1,1,33105,0
10327,10327,"Fri, 07 Apr 2017 15:06:00 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0,34560,54360,4,4,54360,1
10328,10328,"Mon, 30 Jul 2018 23:10:06 +0000 (UTC)",iheartdogs-email,com,0,0,multipart/alternative,8,68,0,1,48,83925,3,83406,83406,0,0,83406,0
10329,10329,"Thu, 14 Jul 2016 11:43:26 +0530",iiitd,ac.in,1,0,multipart/alternative,0,0,1,0,21,1938,2,22406,42206,3,3,42206,0
10330,10330,"Fri, 15 Sep 2017 02:19:12 -0700 (PDT)",quora,com,0,0,multipart/alternative,12,110,1,0,96,100223,1,33552,8352,4,4,8352,0
10331,10331,"Thu, 18 Jan 2018 02:13:25 +0000",,,0,0,multipart/alternative,2,33,0,0,61,12024,0,8005,8005,3,3,8005,0
10332,10332,"Mon, 1 Feb 2016 10:00:30 +0530",iiitd,ac.in,5,0,multipart/alternative,0,6,1,0,52,3081,2,16230,36030,0,0,36030,0
10333,10333,"Thu, 2 Aug 2018 00:17:34 +0000",amazon,in,0,0,multipart/alternative,30,163,0,0,36,73298,3,1054,1054,3,3,1054,0
10334,10334,"Sat, 27 Apr 2019 02:36:11 -0700",google,com,0,0,text/html,2,12,0,0,40,4452,0,34571,9371,5,5,9371,0
10335,10335,"Sat, 30 Mar 2019 10:15:56 -0700",google,com,0,0,text/html,2,12,0,0,28,4346,0,62156,36956,5,5,36956,0
10336,10336,09 Apr 2018 19:36:26 +0530,,,0,0,text/plain,0,0,0,0,57,675,0,50786,70586,0,0,70586,0
10337,10337,"Sat, 30 Sep 2017 08:50:30 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,4,41,0,0,29,30116,1,31830,31830,5,5,31830,0
10338,10338,"Tue, 11 Sep 2018 14:51:05 +0530",inoxmovies,com,0,0,multipart/alternative,1,7,0,0,68,2782,3,33665,53465,1,1,53465,0
10339,10339,10 Sep 2018 18:39:39 +0530,,,0,0,text/plain,0,0,0,0,57,674,0,47379,67179,0,0,67179,0
10340,10340,"Mon, 27 May 2019 06:20:00 +0000 (UTC)",medium,com,0,0,multipart/alternative,28,184,1,1,193,81433,0,22800,22800,0,0,22800,1
10341,10341,"Sat, 15 Jun 2019 01:28:20 -0700",google,com,0,0,text/html,20,84,0,0,40,25886,0,30500,5300,5,5,5300,0
10342,10342,"Fri, 31 May 2019 22:06:19 +0200",thefork,com,0,0,multipart/alternative,7,34,1,0,48,23907,0,72379,79579,4,4,79579,0
10343,10343,"Thu, 9 Jun 2016 06:26:42 +0100",iiitd,ac.in,0,0,multipart/alternative,1,21,1,0,25,6526,0,19602,23202,3,3,23202,0
10344,10344,1 Jul 2016 16:39:45 +0530,cocubes,com,0,0,text/html,1,6,1,0,43,6950,0,40185,59985,4,4,59985,0
10345,10345,"Mon, 24 Oct 2016 08:07:49 -0700 (PDT)",quora,com,0,0,multipart/alternative,8,104,1,0,70,84625,1,54469,29269,0,0,29269,0
10346,10346,"Mon, 05 Jun 2017 17:16:52 +0000",udacity,com,0,0,multipart/alternative,7,43,0,0,50,67210,3,62212,62212,0,0,62212,0
10347,10347,"Thu, 14 Jul 2016 17:43:14 +0000",amazon,com,0,0,multipart/alternative,0,5,0,0,47,8686,0,63794,63794,3,3,63794,0
10348,10348,"Wed, 1 Aug 2018 01:02:29 +0000",topcoder,com,0,0,multipart/alternative,1,18,1,0,78,31700,0,3749,3749,2,2,3749,0
10349,10349,"Fri, 20 Oct 2017 13:43:37 +0200",reply,ebay.in,0,0,multipart/alternative,30,106,1,0,58,71112,3,42217,49417,4,4,49417,0
10350,10350,"Mon, 07 Dec 2015 15:04:35 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,37,27035,0,54275,54275,0,0,54275,0
10351,10351,"Sun, 11 Oct 2015 00:00:48 +0000",usebackpack,com,0,0,multipart/alternative,4,21,0,0,31,30409,0,48,48,6,6,48,0
10352,10352,"Fri, 24 Nov 2017 10:43:18 +0000",notifications,pinterest.com,0,0,multipart/alternative,6,60,0,0,56,39571,1,38598,38598,4,4,38598,0
